year,tconst,title,dates,genre,nominations,emmys,nconst,name,director,writer,producer,gender,emmys
2014,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0223994,Dante Di Loreto,,,"executive producer (50 episodes, 2011-2015)",male,['Nom. Outstanding Miniseries 2014']
2014,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0789366,Jessica Sharzer,,"(8 episodes, 2011-2015)","co-executive producer / supervising producer (50 episodes, 2011-2015)",female,['Nom. Outstanding Miniseries 2014']
2014,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1004299,Brad Falchuk,,"(created by) (106 episodes, 2011-2020)","executive producer (94 episodes, 2011-2018)",male,"['Nom. Outstanding Writing for a Miniseries, Movie or a Dramatic Special 2014', 'Nom. Outstanding Miniseries 2014']"
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0614682,Ryan Murphy,"(3 episodes, 2011-2015)","(created by) (106 episodes, 2011-2020)","executive producer (94 episodes, 2011-2018)",mostly_male,"['Nom. Outstanding Directing for a Limited Series, Movie or a Dramatic Special 2015', 'Nom. Outstanding Limited Series 2015', 'Nom. Outstanding Main Title Design 2015']"
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0929955,Robert M. Williams Jr.,,,"producer / co-executive producer (46 episodes, 2014-2017)",male,['Nom. Outstanding Limited Series 2015']
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm6276564,Ned Martel,,"(3 episodes, 2015-2016)","co-producer / producer (22 episodes, 2015-2016)",male,[]
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0939128,James Wong,,"(13 episodes, 2011-2018)","executive producer / co-executive producer (93 episodes, 2011-2018)",male,['Nom. Outstanding Limited Series 2015']
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0003398,Loni Peristere,"(6 episodes, 2014-2018)",,,female,[]
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1267896,Bradley Buecker,"(22 episodes, 2011-2019)",,"executive producer / co-executive producer (94 episodes, 2011-2018)",male,['Nom. Outstanding Limited Series 2015']
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0881461,Michael Uppendahl,"(9 episodes, 2011-2016)",,,male,[]
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm2903202,Todd Kubrak,,"(28 episodes, 2014-2017)",,male,[]
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1692438,Todd Nenninger,,,"associate producer / co-producer / producer (46 episodes, 2014-2018)",male,[]
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm2677214,Sara Stelwagen,,,"assistant producer (23 episodes, 2015-2018)",female,[]
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0759022,Jennifer Salt,,"(9 episodes, 2011-2015)","executive producer / co-executive producer (61 episodes, 2011-2016)",female,['Nom. Outstanding Limited Series 2015']
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1259417,John J. Gray,,"(28 episodes, 2013-2018)",,male,[]
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0739478,Karen Romero,,,"co-producer (15 episodes, 2015-2017)",female,[]
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1409303,Crystal Liu,,"(29 episodes, 2014-2018)",,female,[]
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0003922,Michael Goi,"(4 episodes, 2015-2016)",,,male,['Nom. Outstanding Cinematography for a Limited Series or Movie 2015']
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0930831,James E. Williams,,,"co-producer (23 episodes, 2013-2015)",male,[]
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1558784,Alexis Martin Woodall,,,"producer / executive producer (92 episodes, 2011-2018)",male,['Nom. Outstanding Limited Series 2015']
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0591101,Tim Minear,,"(15 episodes, 2011-2019)","executive producer / consulting producer (93 episodes, 2011-2018)",male,['Nom. Outstanding Limited Series 2015']
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0223994,Dante Di Loreto,,,"executive producer (50 episodes, 2011-2015)",male,['Nom. Outstanding Limited Series 2015']
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0789366,Jessica Sharzer,,"(8 episodes, 2011-2015)","co-executive producer / supervising producer (50 episodes, 2011-2015)",female,['Nom. Outstanding Limited Series 2015']
2015,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1004299,Brad Falchuk,,"(created by) (106 episodes, 2011-2020)","executive producer (94 episodes, 2011-2018)",male,['Nom. Outstanding Limited Series 2015']
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0614682,Ryan Murphy,,"(created by) (106 episodes, 2011-2020)","executive producer (94 episodes, 2011-2018)",mostly_male,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0929955,Robert M. Williams Jr.,,,"producer / co-executive producer (46 episodes, 2014-2017)",male,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm6276564,Ned Martel,,"(3 episodes, 2015-2016)","co-producer / producer (22 episodes, 2015-2016)",male,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0939128,James Wong,,"(13 episodes, 2011-2018)","executive producer / co-executive producer (93 episodes, 2011-2018)",male,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0003398,Loni Peristere,"(6 episodes, 2014-2018)",,,female,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1267896,Bradley Buecker,"(22 episodes, 2011-2019)",,"executive producer / co-executive producer (94 episodes, 2011-2018)",male,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0881461,Michael Uppendahl,"(9 episodes, 2011-2016)",,,male,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm2903202,Todd Kubrak,,"(28 episodes, 2014-2017)",,male,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm5263944,Tanase Popa,,,"assistant producer (21 episodes, 2016-2017)",unknown,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1692438,Todd Nenninger,,,"associate producer / co-producer / producer (46 episodes, 2014-2018)",male,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0333239,Marita Grabiak,"(1 episode, 2016)",,,female,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0394586,Gwyneth Horder-Payton,"(4 episodes, 2016-2018)",,,female,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm2980507,Alexis Ostrander,"(1 episode, 2016)",,,male,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm2677214,Sara Stelwagen,,,"assistant producer (23 episodes, 2015-2018)",female,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm4621191,Todd Brown,,,"associate producer (10 episodes, 2016)",male,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0528337,Jennifer Lynch,"(5 episodes, 2016-2019)",,,female,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0759022,Jennifer Salt,,,"executive producer / co-executive producer (61 episodes, 2011-2016)",female,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1259417,John J. Gray,,"(28 episodes, 2013-2018)","co-executive producer / supervising producer (31 episodes, 2016-2018)",male,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0739478,Karen Romero,,,"co-producer (15 episodes, 2015-2017)",female,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1409303,Crystal Liu,,"(29 episodes, 2014-2018)",,female,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0003922,Michael Goi,"(4 episodes, 2015-2016)",,,male,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1469403,Nelson Cragg,"(1 episode, 2016)",,,male,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0444709,Elodie Keene,"(1 episode, 2016)",,,female,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1558784,Alexis Martin Woodall,,,"producer / executive producer (92 episodes, 2011-2018)",male,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0591101,Tim Minear,,"(15 episodes, 2011-2019)","executive producer / consulting producer (93 episodes, 2011-2018)",male,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm6283970,Joshua Green,,"(30 episodes, 2016-2018)",,male,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0000291,Angela Bassett,"(2 episodes, 2016-2017)",,,female,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm4868455,Akela Cooper,,"(1 episode, 2016)","supervising producer (10 episodes, 2016)",unknown,[]
2016,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1004299,Brad Falchuk,,"(created by) (106 episodes, 2011-2020)","executive producer (94 episodes, 2011-2018)",male,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0614682,Ryan Murphy,,"(created by) (106 episodes, 2011-2020)","executive producer (94 episodes, 2011-2018)",mostly_male,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0929955,Robert M. Williams Jr.,,,"producer / co-executive producer (46 episodes, 2014-2017)",male,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1637785,Liza Johnson,"(1 episode, 2017)",,,female,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0939128,James Wong,,"(13 episodes, 2011-2018)","executive producer / co-executive producer (93 episodes, 2011-2018)",male,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0003398,Loni Peristere,"(6 episodes, 2014-2018)",,,female,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1267896,Bradley Buecker,"(22 episodes, 2011-2019)",,"executive producer / co-executive producer (94 episodes, 2011-2018)",male,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0113073,Barbara Brown,"(1 episode, 2017)",,,female,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm2903202,Todd Kubrak,,"(28 episodes, 2014-2017)",,male,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0472477,Eryn Krueger Mekash,,,"producer (21 episodes, 2017-2018)",female,"['Outstanding Prosthetic Makeup for a Series, Limited Series, Movie or a Special 2017', 'Nom. Outstanding Makeup for a Limited Series or Movie (Non-Prosthetic) 2017']"
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm5263944,Tanase Popa,,,"assistant producer (21 episodes, 2016-2017)",unknown,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1692438,Todd Nenninger,,,"associate producer / co-producer / producer (46 episodes, 2014-2018)",male,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0394586,Gwyneth Horder-Payton,"(4 episodes, 2016-2018)",,,female,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm2677214,Sara Stelwagen,,,"assistant producer (23 episodes, 2015-2018)",female,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0528337,Jennifer Lynch,"(5 episodes, 2016-2019)",,,female,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0325290,Rachel Goldberg,"(1 episode, 2017)",,,female,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0453003,Maggie Kiley,"(1 episode, 2017)",,,female,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1259417,John J. Gray,,"(28 episodes, 2013-2018)","co-executive producer / supervising producer (31 episodes, 2016-2018)",male,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0739478,Karen Romero,,,"co-producer (15 episodes, 2015-2017)",female,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1409303,Crystal Liu,,"(29 episodes, 2014-2018)","co-producer / producer (21 episodes, 2017-2018)",female,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1558784,Alexis Martin Woodall,,,"producer / executive producer (92 episodes, 2011-2018)",male,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0591101,Tim Minear,,"(15 episodes, 2011-2019)","executive producer / consulting producer (93 episodes, 2011-2018)",male,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0671952,Adam Penn,,"(2 episodes, 2017-2018)","producer / supervising producer (21 episodes, 2017-2018)",male,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0264248,Lou Eyrich,,,"producer (21 episodes, 2017-2018)",mostly_male,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm6283970,Joshua Green,,"(30 episodes, 2016-2018)",,male,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0000291,Angela Bassett,"(2 episodes, 2016-2017)",,,female,[]
2017,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1004299,Brad Falchuk,,"(created by) (106 episodes, 2011-2020)","executive producer (94 episodes, 2011-2018)",male,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0614682,Ryan Murphy,,"(created by) (106 episodes, 2011-2020)","executive producer (94 episodes, 2011-2018)",mostly_male,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0939128,James Wong,,"(13 episodes, 2011-2018)","executive producer / co-executive producer (93 episodes, 2011-2018)",male,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0003398,Loni Peristere,"(6 episodes, 2014-2018)",,,female,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1267896,Bradley Buecker,"(22 episodes, 2011-2019)",,"executive producer / co-executive producer (94 episodes, 2011-2018)",male,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0005299,Sarah Paulson,"(1 episode, 2018)",,,female,['Nom. Outstanding Lead Actress in a Limited Series or Movie 2018']
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0472477,Eryn Krueger Mekash,,,"producer (21 episodes, 2017-2018)",female,"['Nom. Outstanding Prosthetic Makeup for a Series, Limited Series, Movie or Special 2018', 'Nom. Outstanding Makeup for a Limited Series or Movie (Non-Prosthetic) 2018']"
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1692438,Todd Nenninger,,,"associate producer / co-producer / producer (46 episodes, 2014-2018)",male,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0394586,Gwyneth Horder-Payton,"(4 episodes, 2016-2018)",,,female,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm8336777,Asha Michelle Wilson,,"(10 episodes, 2018)",,female,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm2212351,Eric Kovtun,,,"producer (10 episodes, 2018)",male,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0036496,Jennifer Arnold,"(1 episode, 2018)",,,female,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm2677214,Sara Stelwagen,,,"assistant producer (23 episodes, 2015-2018)",female,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0284308,Sheree Folkson,"(1 episode, 2018)",,,female,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0528337,Jennifer Lynch,"(5 episodes, 2016-2019)",,,female,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1259417,John J. Gray,,"(28 episodes, 2013-2018)","co-executive producer / supervising producer (31 episodes, 2016-2018)",male,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1409303,Crystal Liu,,"(29 episodes, 2014-2018)","co-producer / producer (21 episodes, 2017-2018)",female,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1558784,Alexis Martin Woodall,,,"producer / executive producer (92 episodes, 2011-2018)",male,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0591101,Tim Minear,,"(15 episodes, 2011-2019)","executive producer / consulting producer (93 episodes, 2011-2018)",male,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0671952,Adam Penn,,"(2 episodes, 2017-2018)","producer / supervising producer (21 episodes, 2017-2018)",male,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0264248,Lou Eyrich,,,"producer (21 episodes, 2017-2018)",mostly_male,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm6283970,Joshua Green,,"(30 episodes, 2016-2018)",,male,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1911975,Crystal Whelan,,,"associate producer (10 episodes, 2018)",female,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0182873,Manny Coto,,"(1 episode, 2018)","consulting producer (10 episodes, 2018)",mostly_male,[]
2018,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1004299,Brad Falchuk,,"(created by) (106 episodes, 2011-2020)","executive producer (94 episodes, 2011-2018)",male,[]
2019,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0614682,Ryan Murphy,,"(created by) (106 episodes, 2011-2020)",,mostly_male,[]
2019,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1267896,Bradley Buecker,"(22 episodes, 2011-2019)",,,male,[]
2019,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0528337,Jennifer Lynch,"(5 episodes, 2016-2019)",,,female,[]
2019,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1033713,Melissa Wylie,,,"line producer (1 episode, 2019)",female,[]
2019,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1259417,John J. Gray,"(1 episode, 2019)",,,male,[]
2019,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm0591101,Tim Minear,,"(15 episodes, 2011-2019)",,male,[]
2019,tt1844624,American Horror Story,(2011– ),"
Drama, Horror, Thriller            ",78,16,nm1004299,Brad Falchuk,,"(created by) (106 episodes, 2011-2020)",,male,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm2172107,Corinne Brinkerhoff,,"(5 episodes, 2014-2015)","co-executive producer / consulting producer (38 episodes, 2014-2018)",female,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0742749,David S. Rosenthal,,"(9 episodes, 2014-2017)","executive producer / consulting producer / co-executive producer (58 episodes, 2014-2019)",male,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm1646565,Jennie Snyder Urman,,"(developed by) (99 episodes, 2014-2019)","executive producer (99 episodes, 2014-2019)",female,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0008466,Lewis Abel,,,"executive producer / co-executive producer (86 episodes, 2014-2019)",male,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0729202,Carolina Rivera,,"(49 episodes, 2014-2019)",,female,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm2901688,Meredith Averill,,"(3 episodes, 2014-2015)","co-executive producer (21 episodes, 2014-2015)",mostly_female,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm1066391,Josh Reims,,"(5 episodes, 2014-2015)","consulting producer (21 episodes, 2014-2015)",male,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0877617,Jann Turner,"(3 episodes, 2014-2016)",,,male,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0118665,Norman Buckley,"(1 episode, 2014)",,,male,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0177512,Janice Cooke,"(1 episode, 2014)",,,female,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0297489,Zetna Fuentes,"(6 episodes, 2014-2019)",,,unknown,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm2849942,Sean Canino,,,"associate producer (64 episodes, 2014-2019)",male,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm2332207,Paul Sciarrotta,,"(19 episodes, 2014-2018)","executive producer / co-executive producer (60 episodes, 2014-2019)",male,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0797869,Brad Silberling,"(9 episodes, 2014-2019)",,"executive producer (54 episodes, 2014-2019)",male,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0003802,Uta Briesewitz,"(5 episodes, 2014-2016)",,,female,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0650304,Edward Ornelas,"(4 episodes, 2014-2015)",,,male,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0000739,Debbie Allen,"(2 episodes, 2014-2015)",,,female,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0482794,Gina Lamar,,,"co-executive producer / producer / co-producer (58 episodes, 2014-2019)",female,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm2665259,Jorge Granier,,,"executive producer (99 episodes, 2014-2019)",male,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0798885,Ben Silverman,,,"executive producer (61 episodes, 2014-2019)",male,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0669064,Gary Pearl,,,"executive producer (99 episodes, 2014-2019)",male,[]
2014,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0343523,Mark Grossan,,,"producer (12 episodes, 2014-2015)",male,[]
2015,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm1551542,Dara Resnik,,"(1 episode, 2015)","supervising producer (2 episodes, 2015)",female,[]
2015,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm2172107,Corinne Brinkerhoff,,"(5 episodes, 2014-2015)","co-executive producer / consulting producer (38 episodes, 2014-2018)",female,[]
2015,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0742749,David S. Rosenthal,,"(9 episodes, 2014-2017)","executive producer / consulting producer / co-executive producer (58 episodes, 2014-2019)",male,[]
2015,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm1646565,Jennie Snyder Urman,,"(developed by) (99 episodes, 2014-2019)","executive producer (99 episodes, 2014-2019)",female,[]
2015,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm1145257,Perla Farías,,"(based on novel) (71 episodes, 2015-2019)",,female,[]
2015,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0005088,Joanna Kerns,"(3 episodes, 2015-2016)",,,female,[]
2015,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0318795,Stuart Gillard,"(3 episodes, 2015-2019)",,,male,[]
2015,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm1898779,Amy Rardin,,"(11 episodes, 2015-2017)","co-executive producer (26 episodes, 2015-2018)",female,[]
2015,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm1890301,Jessica O'Toole,,"(11 episodes, 2015-2017)","co-executive producer (27 episodes, 2015-2018)",female,[]
2015,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0008466,Lewis Abel,,,"executive producer / co-executive producer (86 episodes, 2014-2019)",male,[]
2015,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0563039,Melanie Mayron,"(17 episodes, 2015-2019)",,,female,[]
2015,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0729202,Carolina Rivera,,"(49 episodes, 2014-2019)",,female,[]
2015,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm5505732,Christopher Oscar Pena,,"(1 episode, 2015)",,male,[]
2015,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm1460116,Micah Schraft,,"(14 episodes, 2015-2018)","producer / co-executive producer / executive producer / consulting producer (62 episodes, 2015-2019)",mostly_male,[]
2015,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm2901688,Meredith Averill,,"(3 episodes, 2014-2015)","co-executive producer (21 episodes, 2014-2015)",mostly_female,[]
2015,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm1066391,Josh Reims,,"(5 episodes, 2014-2015)","consulting producer (21 episodes, 2014-2015)",male,[]
2015,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm5056311,Emmylou Diaz,,"(9 episodes, 2015-2016)",,unknown,[]
2015,tt3566726,Jane the Virgin,(2014–2019),"
Comedy            ",2,0,nm0877617,Jann Turner,"(3 episodes, 2014-2016)",,,male,[]
