1996,tt0116607,If These Walls Could Talk,(1996 TV Movie),"
Drama, Thriller            ",4,0,nm0000333,Cher,"(segment ""1996"")",,,female,[]
1996,tt0116607,If These Walls Could Talk,(1996 TV Movie),"
Drama, Thriller            ",4,0,nm0001700,Nancy Savoca,,"(teleplay) (segment ""1996"")",,female,[]
1996,tt0116607,If These Walls Could Talk,(1996 TV Movie),"
Drama, Thriller            ",4,0,nm0454783,I. Marlene King,,"(teleplay) (segment ""1996"") and",,unknown,[]
