1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0445238,Gerren Keith,"(87 episodes, 1985-1990)",,,unknown,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm2005468,Christine Houston,,"(116 episodes, 1985-1990)",,female,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0303821,Tracy Gamble,,"(9 episodes, 1985-1987)",,mostly_female,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0817395,Vida Spears,,"(3 episodes, 1985-1986)",,female,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0265954,Ellen Gittelsohn,"(5 episodes, 1985-1986)",,,female,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0949319,Bob Young,,"(2 episodes, 1985)","producer (7 episodes, 1985-1986)",male,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0278296,Sara Finney-Johnson,,"(3 episodes, 1985-1986)",,female,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0610421,Michael G. Moye,,"(created by) (116 episodes, 1985-1990)",,male,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0882973,Richard Vaczy,,"(9 episodes, 1985-1987)",,male,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0113601,Gary Brown,"(1 episode, 1985)",,,male,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0072396,Dick Bensfield,,"(12 episodes, 1985-1989)","executive producer (43 episodes, 1985-1987)",male,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0335603,Perry Grant,,"(8 episodes, 1985-1987)","executive producer (21 episodes, 1985-1986)",male,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm1104083,Winston Moss,,"(1 episode, 1985)",,male,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0186709,Bobby Crawford,,"(9 episodes, 1985-1989)",,male,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0990936,Arlando Smith,"(7 episodes, 1985-1987)",,,unknown,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0132095,Roy Campanella II,,,"producer (1 episode, 1985)",male,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0263188,Roxie Wenk Evans,,,"co-producer / producer (69 episodes, 1985-1990)",female,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0779641,Oz Scott,"(3 episodes, 1985-1988)",,,male,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0583037,Bob Myer,,"(2 episodes, 1985)","producer (7 episodes, 1985-1986)",male,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0253631,Jack Elinson,,"(developed by) (116 episodes, 1985-1990)","executive producer (30 episodes, 1985-1987)",male,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0802278,Tony Singletary,"(5 episodes, 1985-1989)",,,male,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0004958,Marla Gibbs,,,"producer (1 episode, 1985)",female,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0099618,Bill Boulware,,"(created by) (116 episodes, 1985-1990)","supervising producer / producer / co-executive producer (50 episodes, 1985-1989)",male,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0026959,John Maxwell Anderson,,,"producer (1 episode, 1985)",male,[]
1985,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0348659,Richard Gurman,,,"producer (1 episode, 1985)",male,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0445238,Gerren Keith,"(87 episodes, 1985-1990)",,,unknown,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm2005468,Christine Houston,,"(116 episodes, 1985-1990)",,female,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0303821,Tracy Gamble,,"(9 episodes, 1985-1987)",,mostly_female,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0817395,Vida Spears,,"(3 episodes, 1985-1986)",,female,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0265954,Ellen Gittelsohn,"(5 episodes, 1985-1986)",,,female,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0949319,Bob Young,,,"producer (7 episodes, 1985-1986)",male,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0278296,Sara Finney-Johnson,,"(3 episodes, 1985-1986)",,female,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm1101018,Margaret Weisman,,"(1 episode, 1986)",,female,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm1570523,Robert Drysdale,,"(1 episode, 1986)",,male,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0610421,Michael G. Moye,,"(created by) (116 episodes, 1985-1990)",,male,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0882973,Richard Vaczy,,"(9 episodes, 1985-1987)",,male,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0072396,Dick Bensfield,,"(12 episodes, 1985-1989)","executive producer (43 episodes, 1985-1987)",male,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0335603,Perry Grant,,"(8 episodes, 1985-1987)","executive producer (21 episodes, 1985-1986)",male,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0089256,Ron Bloomberg,,"(11 episodes, 1986-1988)","supervising producer / executive producer (27 episodes, 1986-1988)",male,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0186709,Bobby Crawford,,"(9 episodes, 1985-1989)",,male,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm1098224,C.M. Leon,,"(1 episode, 1986)",,unknown,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0425103,Fred Johnson,,"(13 episodes, 1986-1989)",,male,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0990936,Arlando Smith,"(7 episodes, 1985-1987)",,,unknown,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0263188,Roxie Wenk Evans,,,"co-producer / producer (69 episodes, 1985-1990)",female,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0779641,Oz Scott,"(3 episodes, 1985-1988)",,,male,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0583037,Bob Myer,,,"producer (7 episodes, 1985-1986)",male,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0253631,Jack Elinson,,"(developed by) (116 episodes, 1985-1990)","executive producer (30 episodes, 1985-1987)",male,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0802278,Tony Singletary,"(5 episodes, 1985-1989)",,,male,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0099618,Bill Boulware,,"(created by) (116 episodes, 1985-1990)","supervising producer / producer / co-executive producer (50 episodes, 1985-1989)",male,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm1602427,Sylvia Alan,,"(1 episode, 1986)",,female,[]
1986,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0348659,Richard Gurman,,"(1 episode, 1986)",,male,[]
1987,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0302673,Peter Gallay,,"(12 episodes, 1987-1989)",,male,[]
1987,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0445238,Gerren Keith,"(87 episodes, 1985-1990)",,,unknown,[]
1987,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0748152,Ronald Rubin,,"(1 episode, 1987)","producer (2 episodes, 1987)",male,[]
1987,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm4196518,Catherine Valenzuela,,,"associate producer (1 episode, 1987)",female,[]
1987,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm2005468,Christine Houston,,"(116 episodes, 1985-1990)",,female,[]
1987,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0529128,Michael Lyons,,"(1 episode, 1987)",,male,[]
1987,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0495767,Whitney J. LeBlanc,"(3 episodes, 1987)",,,mostly_male,[]
1987,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0303821,Tracy Gamble,,"(9 episodes, 1985-1987)",,mostly_female,[]
1987,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0662084,J. Stanford Parker,,"(7 episodes, 1987-1990)",,unknown,[]
1987,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0316659,Dorian Gibbs,,"(4 episodes, 1987-1990)",,male,[]
1987,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0610421,Michael G. Moye,,"(created by) (116 episodes, 1985-1990)",,male,[]
1987,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0131386,Ed Cambridge,"(2 episodes, 1987-1988)",,,male,[]
1987,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0882973,Richard Vaczy,,"(9 episodes, 1985-1987)",,male,[]
1987,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0329958,Al Gordon,,"(15 episodes, 1987-1989)",,male,[]
1987,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0920298,Kimberley Wells,,"(1 episode, 1987)",,female,[]
1987,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0072396,Dick Bensfield,,"(12 episodes, 1985-1989)","executive producer (43 episodes, 1985-1987)",male,[]
1987,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0335603,Perry Grant,,"(8 episodes, 1985-1987)",,male,[]
1987,tt0088470,227,(1985–1990),"
Comedy            ",1,1,nm0089256,Ron Bloomberg,,"(11 episodes, 1986-1988)","supervising producer / executive producer (27 episodes, 1986-1988)",male,[]
