2017,tt7435402,Better Call Saul: Los Pollos Hermanos Employee Training,(2017),"
Comedy            ",0,1,nm0003126,Dan Appel,,"executive producer (10 episodes, 2017)",,male,['Outstanding Short Form Comedy or Drama Series 2017']
2017,tt7435402,Better Call Saul: Los Pollos Hermanos Employee Training,(2017),"
Comedy            ",0,1,nm0332467,Peter Gould,,"executive producer (10 episodes, 2017)",,male,['Outstanding Short Form Comedy or Drama Series 2017']
2017,tt7435402,Better Call Saul: Los Pollos Hermanos Employee Training,(2017),"
Comedy            ",0,1,nm2214628,Melissa Bernstein,,"executive producer (10 episodes, 2017)",,female,['Outstanding Short Form Comedy or Drama Series 2017']
2017,tt7435402,Better Call Saul: Los Pollos Hermanos Employee Training,(2017),"
Comedy            ",0,1,nm0352043,Eric Haase,,,"(10 episodes, 2017)",male,[]
2017,tt7435402,Better Call Saul: Los Pollos Hermanos Employee Training,(2017),"
Comedy            ",0,1,nm3742944,Ariel Levine,,"executive producer (10 episodes, 2017)",,male,['Outstanding Short Form Comedy or Drama Series 2017']
2017,tt7435402,Better Call Saul: Los Pollos Hermanos Employee Training,(2017),"
Comedy            ",0,1,nm1577872,Rob Knox,,"executive producer (10 episodes, 2017)",,male,['Outstanding Short Form Comedy or Drama Series 2017']
2017,tt7435402,Better Call Saul: Los Pollos Hermanos Employee Training,(2017),"
Comedy            ",0,1,nm0319213,Vince Gilligan,,"executive producer (10 episodes, 2017)",,male,['Outstanding Short Form Comedy or Drama Series 2017']
