2016,tt2879552,11.22.63,(2016),"
Drama, Mystery, Sci-Fi            ",1,0,nm0090552,Joseph Boccia,,,"producer (8 episodes, 2016)",male,[]
2016,tt2879552,11.22.63,(2016),"
Drama, Mystery, Sci-Fi            ",1,0,nm1531276,Bridget Carpenter,,"(developed for television by) (8 episodes, 2016)","executive producer (8 episodes, 2016)",female,[]
2016,tt2879552,11.22.63,(2016),"
Drama, Mystery, Sci-Fi            ",1,0,nm2549899,Joe Henderson,,"(1 episode, 2016)","consulting producer (8 episodes, 2016)",male,[]
2016,tt2879552,11.22.63,(2016),"
Drama, Mystery, Sci-Fi            ",1,0,nm2210945,Noreen O'Toole,,,"associate producer (8 episodes, 2016)",female,[]
2016,tt2879552,11.22.63,(2016),"
Drama, Mystery, Sci-Fi            ",1,0,nm9776897,Josh Cowell,,,"associate producer (2 episodes, 2016)",male,[]
2016,tt2879552,11.22.63,(2016),"
Drama, Mystery, Sci-Fi            ",1,0,nm0009190,J.J. Abrams,,,"executive producer (8 episodes, 2016)",unknown,[]
2016,tt2879552,11.22.63,(2016),"
Drama, Mystery, Sci-Fi            ",1,0,nm1333357,Bryan Burk,,,"executive producer (8 episodes, 2016)",male,[]
2016,tt2879552,11.22.63,(2016),"
Drama, Mystery, Sci-Fi            ",1,0,nm0531817,Kevin Macdonald,"(1 episode, 2016)",,"executive producer (2 episodes, 2016)",male,[]
2016,tt2879552,11.22.63,(2016),"
Drama, Mystery, Sci-Fi            ",1,0,nm0625198,Brian Nelson,,"(1 episode, 2016)","co-executive producer (8 episodes, 2016)",male,[]
2016,tt2879552,11.22.63,(2016),"
Drama, Mystery, Sci-Fi            ",1,0,nm2264898,Jill Risk,,,"associate producer (8 episodes, 2016)",female,[]
2016,tt2879552,11.22.63,(2016),"
Drama, Mystery, Sci-Fi            ",1,0,nm2489727,Kathy Lingg,,,"co-executive producer / co-producer (8 episodes, 2016)",female,[]
2016,tt2879552,11.22.63,(2016),"
Drama, Mystery, Sci-Fi            ",1,0,nm0290556,James Franco,"(1 episode, 2016)",,"producer (8 episodes, 2016)",male,[]
2016,tt2879552,11.22.63,(2016),"
Drama, Mystery, Sci-Fi            ",1,0,nm1326093,James Strong,"(2 episodes, 2016)",,,male,[]
2016,tt2879552,11.22.63,(2016),"
Drama, Mystery, Sci-Fi            ",1,0,nm0448757,James Kent,"(1 episode, 2016)",,,male,[]
2016,tt2879552,11.22.63,(2016),"
Drama, Mystery, Sci-Fi            ",1,0,nm2204043,Athena Wickham,,,"producer (1 episode, 2016)",female,[]
2016,tt2879552,11.22.63,(2016),"
Drama, Mystery, Sci-Fi            ",1,0,nm0355048,Brigitte Hales,,"(1 episode, 2016)",,female,[]
2016,tt2879552,11.22.63,(2016),"
Drama, Mystery, Sci-Fi            ",1,0,nm0171315,John David Coles,"(1 episode, 2016)",,,male,[]
2016,tt2879552,11.22.63,(2016),"
Drama, Mystery, Sci-Fi            ",1,0,nm0670266,Quinton Peeples,,"(3 episodes, 2016)","co-executive producer (8 episodes, 2016)",male,[]
2016,tt2879552,11.22.63,(2016),"
Drama, Mystery, Sci-Fi            ",1,0,nm0000175,Stephen King,,"(8 episodes, 2016)","executive producer (8 episodes, 2016)",male,[]
2016,tt2879552,11.22.63,(2016),"
Drama, Mystery, Sci-Fi            ",1,0,nm0870295,Frederick E.O. Toye,"(2 episodes, 2016)",,,male,[]
