2013,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0767748,Chris Savino,"(1 episode, 2013)","(1 episode, 2013)",,mostly_male,[]
2013,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0748796,Paul Rudish,"(63 episodes, 2013-2019)","(94 episodes, 2013-2019)","executive producer (94 episodes, 2013-2019)",male,['Outstanding Short-Format Animated Program 2013']
2013,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0913739,David Wasson,"(20 episodes, 2013-2019)","(26 episodes, 2013-2019)",,male,[]
2013,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm6040275,Derek Dressler,,"(16 episodes, 2013-2015)",,male,[]
2013,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0607472,Clay Morrow,"(13 episodes, 2013-2019)","(38 episodes, 2013-2019)",,male,[]
2013,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm5107205,Alonso Ramirez Ramos,,"(18 episodes, 2013-2019)",,male,[]
2013,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0819711,Aaron Springer,"(8 episodes, 2013-2014)","(17 episodes, 2013-2015)",,male,[]
2013,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm2012396,Heiko Von Drengenberg,,"(7 episodes, 2013-2016)",,male,[]
2013,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm1740698,Monica Mitchell,,,"line producer (40 episodes, 2013-2016)",female,[]
2014,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm1480095,Matt Chapman,,"(1 episode, 2014)",,male,[]
2014,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm1208638,William Reiss,"(3 episodes, 2014-2016)","(3 episodes, 2014-2016)",,male,[]
2014,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0748796,Paul Rudish,"(63 episodes, 2013-2019)","(94 episodes, 2013-2019)","executive producer (94 episodes, 2013-2019)",male,['Outstanding Short-Format Animated Program 2014']
2014,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm1285571,Mark Ackland,,"(5 episodes, 2014-2016)",,male,[]
2014,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0243903,Riccardo Durante,,"(5 episodes, 2014-2016)",,male,[]
2014,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm1507229,Aliki Theofilopoulos,,"(2 episodes, 2014-2015)",,female,[]
2014,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0913739,David Wasson,"(20 episodes, 2013-2019)","(26 episodes, 2013-2019)",,male,[]
2014,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm2474552,Todd Popp,,,"line producer (69 episodes, 2014-2019)",male,[]
2014,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm1584126,Darrick Bachman,,"(79 episodes, 2014-2019)",,male,[]
2014,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm6040275,Derek Dressler,,"(16 episodes, 2013-2015)",,male,['Outstanding Short-Format Animated Program 2014']
2014,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0052125,Cindy Morrow,,"(3 episodes, 2014-2015)",,female,[]
2014,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0607472,Clay Morrow,"(13 episodes, 2013-2019)","(38 episodes, 2013-2019)",,male,['Outstanding Short-Format Animated Program 2014']
2014,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm4714260,Chris Houghton,,"(1 episode, 2014)",,mostly_male,[]
2014,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm5107205,Alonso Ramirez Ramos,,"(18 episodes, 2013-2019)",,male,['Outstanding Short-Format Animated Program 2014']
2014,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0700955,Richard Pursel,,"(2 episodes, 2014)",,male,[]
2014,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0819711,Aaron Springer,"(8 episodes, 2013-2014)","(17 episodes, 2013-2015)",,male,['Outstanding Short-Format Animated Program 2014']
2014,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm2012396,Heiko Von Drengenberg,,"(7 episodes, 2013-2016)",,male,[]
2014,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm1740698,Monica Mitchell,,,"line producer (40 episodes, 2013-2016)",female,[]
2014,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm2694042,David Gemmill,,"(1 episode, 2014)",,male,[]
2015,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm1208638,William Reiss,"(3 episodes, 2014-2016)","(3 episodes, 2014-2016)",,male,[]
2015,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm1635570,Andy Suriano,,"(1 episode, 2015)",,male,[]
2015,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0748796,Paul Rudish,"(63 episodes, 2013-2019)","(94 episodes, 2013-2019)","executive producer (94 episodes, 2013-2019)",male,['Nom. Outstanding Short-Format Animated Program 2015']
2015,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm1285571,Mark Ackland,,"(5 episodes, 2014-2016)",,male,[]
2015,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0243903,Riccardo Durante,,"(5 episodes, 2014-2016)",,male,[]
2015,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm1507229,Aliki Theofilopoulos,,"(2 episodes, 2014-2015)",,female,[]
2015,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0913739,David Wasson,"(20 episodes, 2013-2019)","(26 episodes, 2013-2019)",,male,[]
2015,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm2474552,Todd Popp,,,"line producer (69 episodes, 2014-2019)",male,[]
2015,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm1584126,Darrick Bachman,,"(79 episodes, 2014-2019)",,male,['Nom. Outstanding Short-Format Animated Program 2015']
2015,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm6040275,Derek Dressler,,"(16 episodes, 2013-2015)",,male,[]
2015,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0052125,Cindy Morrow,,"(3 episodes, 2014-2015)",,female,[]
2015,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0607472,Clay Morrow,"(13 episodes, 2013-2019)","(38 episodes, 2013-2019)",,male,[]
2015,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0678530,Bernie Petterson,,"(1 episode, 2015)",,mostly_female,[]
2015,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm1847976,Dave Tennant,,"(2 episodes, 2015-2016)",,male,[]
2015,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm5107205,Alonso Ramirez Ramos,"(12 episodes, 2015-2019)","(18 episodes, 2013-2019)",,male,['Nom. Outstanding Short-Format Animated Program 2015']
2015,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm2378321,Eddie Trigueros,"(16 episodes, 2015-2019)","(15 episodes, 2015-2019)",,male,[]
2015,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0819711,Aaron Springer,,"(17 episodes, 2013-2015)",,male,[]
2015,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm2012396,Heiko Von Drengenberg,"(1 episode, 2015)","(7 episodes, 2013-2016)",,male,[]
2015,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm1740698,Monica Mitchell,,,"line producer (40 episodes, 2013-2016)",female,[]
2016,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm1537173,Dave Thomas,"(5 episodes, 2016-2018)","(4 episodes, 2016-2018)",,male,[]
2016,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm1208638,William Reiss,"(3 episodes, 2014-2016)","(3 episodes, 2014-2016)",,male,[]
2016,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0507062,Craig Lewis,,"(1 episode, 2016)",,male,[]
2016,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm2541595,Joe Pitt,,"(2 episodes, 2016-2017)",,male,[]
2016,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0748796,Paul Rudish,"(63 episodes, 2013-2019)","(94 episodes, 2013-2019)","executive producer (94 episodes, 2013-2019)",male,[]
2016,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm1285571,Mark Ackland,,"(5 episodes, 2014-2016)",,male,[]
2016,tt2768802,Mickey Mouse,(2013– ),"
Animation, Short, Comedy            ",5,7,nm0243903,Riccardo Durante,,"(5 episodes, 2014-2016)",,male,[]
